trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT04854499	ELEVATE-HNSCC	Phase 2	Recruiting	VIC, NSW, QLD	19/04/2021		Carboplatin; Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Pembrolizumab; Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Zimberelimab; Carboplatin + Cisplatin + Fluorouracil + Pembrolizumab; Cisplatin; Docetaxel; Docetaxel + Magrolimab; Fluorouracil; Fluorouracil + Magrolimab + Pembrolizumab; Magrolimab; Magrolimab + Pembrolizumab; Pembrolizumab; Zimberelimab	antimetabolite; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite; anti-CD47_monoclonal_antibody; anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody; anti-CD47_monoclonal_antibody + taxane; platinum-based_antineoplastic_agent; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; taxane	Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Pembrolizumab; Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Zimberelimab; Carboplatin + Cisplatin + Fluorouracil + Pembrolizumab; Docetaxel + Magrolimab; Fluorouracil + Magrolimab + Pembrolizumab; Magrolimab + Pembrolizumab; Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Pembrolizumab; Carboplatin + Cisplatin + Fluorouracil + Magrolimab + Zimberelimab; Carboplatin + Cisplatin + Fluorouracil + Pembrolizumab; Docetaxel + Magrolimab; Fluorouracil + Magrolimab + Pembrolizumab; Magrolimab + Pembrolizumab	anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-CD47_monoclonal_antibody + taxane; anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite; anti-CD47_monoclonal_antibody + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-CD47_monoclonal_antibody + taxane; anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent	2020-005708-20	A Phase 2 Study of Magrolimab Combination Therapy in Patients With Head and Neck Squamous Cell Carcinoma	Head and Neck Squamous Cell Carcinoma	2010 - Darlinghurst - St. Vincent's Hospital Sydney; 2109 - Macquarie Park - Macquarie University; 2145 - Westmead - Blacktown Hospital; 3004 - Melbourne - Alfred Health; 3084 - Heidelberg - Austin Health; 4102 - Woolloongabba - Princess Alexandra Hospital; 4556 - Sippy Downs - University of the Sunshine Coast; 4870 - Cairns - Cairns Hospital	https://clinicaltrials.gov/ct2/show/NCT04854499
NCT04857372	NCT04857372	Phase 1	Recruiting	VIC	20/04/2021		IAG933	YAP-TEAD_inhibitor	IAG933	YAP-TEAD_inhibitor		An Open-label, Multi-center, Phase I Study of Oral IAG933 in Adult Patients With Advanced Mesothelioma and Other Solid Tumors	Mesothelioma	3000 - Melbourne - Novartis Investigative Site	https://clinicaltrials.gov/ct2/show/NCT04857372
NCT04861779	NCT04861779	Phase 1	Recruiting	TAS	22/04/2021		HSK29116	PROTAC_antineoplastic_drug	HSK29116	PROTAC_antineoplastic_drug		A Phase Ia/b Clinical Study on Safety, Tolerability, and Pharmacokinetics/Pharmacodynamics of BTK Protein Degradation Agent HSK29116 in Subjects With Relapsed or Refractory B-Cell Malignancy	Relapsed/Refractory B-Cell Malignancies	Perth - One Clinical Research - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT04861779
NCT04862663	CAPItello-292	Phase 3	Recruiting	NSW, WA	23/04/2021		Abemaciclib; Abemaciclib + Capivasertib + Fulvestrant; Capivasertib; Capivasertib + Fulvestrant + Palbociclib; Capivasertib + Fulvestrant + Ribociclib; Fulvestrant; Fulvestrant + Palbociclib; Palbociclib; Placebo; Ribociclib	CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + pan-AKT_inhibitor + selective_estrogen_receptor_degrader; placebo; selective_estrogen_receptor_degrader; pan-AKT_inhibitor; CDK4/6_inhibitor	Abemaciclib + Capivasertib + Fulvestrant; Capivasertib + Fulvestrant + Palbociclib; Capivasertib + Fulvestrant + Ribociclib; Fulvestrant + Palbociclib; Abemaciclib + Capivasertib + Fulvestrant; Capivasertib + Fulvestrant + Palbociclib; Capivasertib + Fulvestrant + Ribociclib; Fulvestrant + Palbociclib; Placebo	CDK4/6_inhibitor + pan-AKT_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + pan-AKT_inhibitor + selective_estrogen_receptor_degrader; CDK4/6_inhibitor + selective_estrogen_receptor_degrader; placebo	2020-004637-20	A Phase Ib/III Randomised Study of Capivasertib Plus CDK4/6i and Fulvestrant Versus Placebo Plus CDK4/6i and Fulvestrant in Hormone Receptor-Positive and Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced, Unresectable or Metastatic Breast Cancer	Locally Advanced (Inoperable) or Metastatic Breast Cancer	2010 - Darlinghurst - Research Site; 2076 - Wahroonga - Research Site - (Not yet recruiting); 2228 - Miranda - Research Site; 6009 - Nedlands - Research Site; 6009 - Perth - Research Site - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT04862663
NCT04865419	2020-005106-25	Phase 1/Phase 2	Recruiting	VIC	26/04/2021		AZD0466	dual_Bcl2/xL_inhibitor	AZD0466	dual_Bcl2/xL_inhibitor	2020-005106-25	A Modular Phase I/II, Open-Label, Multi-Centre Study to Assess the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of AZD0466 Monotherapy or in Combination in Patients With Advanced Haematological Malignancies	Haematological Malignancies	3004 - Melbourne - Research Site; 3050 - Parkville - Research Site	https://clinicaltrials.gov/ct2/show/NCT04865419
NCT04871282	RINGSIDE	Phase 2/Phase 3	Recruiting	QLD, VIC, NSW, SA	03/05/2021		AL102; Placebo	placebo; gamma_secretase_inhibitor	AL102; Placebo	gamma_secretase_inhibitor; placebo		RINGSIDE: A Phase 2/3, Randomized, Multicenter Study to Evaluate AL102 in Patients With Progressing Desmoid Tumors	Desmoid; Desmoid Tumor	2050 - Camperdown - Chris O'Brien Lifehouse - (Not yet recruiting); 3000 - Melbourne - Peter MacCallum Cancer Centre; 4102 - Woolloongabba - Princess Alexandra Hospital; 5037 - Kurralta Park - Adelaide Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT04871282
NCT04879329	KEYNOTE-D78	Phase 2	Recruiting	NSW, VIC, Other, QLD	07/05/2021		Disitamab vedotin; Disitamab vedotin + Pembrolizumab; Pembrolizumab	anti-ERBB2_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate	Disitamab vedotin; Disitamab vedotin + Pembrolizumab; Disitamab vedotin + Pembrolizumab	anti-ERBB2_antibody-drug_conjugate; anti-ERBB2_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody	KEYNOTE-D78	A Phase 2 Multi-Cohort, Open-Label, Multi-Center Clinical Study Evaluating the Efficacy and Safety of Disitamab Vedotin (RC48-ADC) Alone or in Combination With Pembrolizumab in Subjects With Locally-Advanced Unresectable or Metastatic Urothelial Carcinoma That Expresses HER2	Urothelial Carcinoma	2065 - St Leonards - Royal North Shore Hospital; 3199 - Frankston - Peninsula and South East Oncology; 4101 - South Brisbane - Mater Cancer Care Centre	https://clinicaltrials.gov/ct2/show/NCT04879329
NCT04879368	INTEGRATEIIb	Phase 3	Recruiting	QLD, NT, VIC, TAS, SA, NSW, WA	06/05/2021		Docetaxel; Irinotecan; Nivolumab; Paclitaxel; Regorafenib	pan-FGFR_inhibitor; RET_inhibitor; PDGFR_inhibitor; KIT_inhibitor,first_generation; topoisomerase_inhibitor; taxane; anti-PD-1_monoclonal_antibody; VEGFR_inhibitor	Docetaxel; Irinotecan; Nivolumab; Paclitaxel; Regorafenib	KIT_inhibitor,first_generation; PDGFR_inhibitor; RET_inhibitor; VEGFR_inhibitor; anti-PD-1_monoclonal_antibody; pan-FGFR_inhibitor; taxane; topoisomerase_inhibitor	2020-004617-12	A Randomised Phase III Open Label Study of Regorafenib + Nivolumab vs Standard Chemotherapy in Refractory Advanced Gastro-Oesophageal Cancer (AGOC)	Gastro-Oesophageal Cancer	0810 - Tiwi - Royal Darwin Hospital; 2010 - Darlinghurst - St Vincent's Public Hospital; 2031 - Randwick - Prince of Wales Hospital; 2035 - New Lambton Heights - Newcastle Private Hospital; 2065 - Sydney - Royal North Shore Private Hospital; 2139 - Concord - Concord Repatriation General Hospital - (Not yet recruiting); 2145 - Westmead - Westmead Hospital; 2217 - Kogarah - St George Hospital; 2250 - Gosford - Gosford Hospital; 2444 - Port Macquarie - Port Macquarie Base Hospital; 2450 - Coffs Harbour - Coffs Harbour Health Campus; 2485 - Tweed Heads - The Tweed Hospital; 2640 - East Albury - Border Medical Oncology Research Unit; 3084 - Melbourne - Austin Health; 3168 - Clayton - Monash Health; 3355 - Wendouree - Ballarat Oncology and Haematology Services; 4029 - Herston - Royal Brisbane and Womens Hospital; 4560 - Sunshine Coast - Sunshine Coast University Hospital; 4814 - Douglas - The Townsville Hospital; 5011 - Adelaide - The Queen Elizabeth Hospital; 5042 - Bedford Park - Flinders Medical Centre; 6008 - Subiaco - St John of God Hospital Subiaco; 6009 - Nedlands - Sir Charles Gairdner Hospital; 700 - Hobart - Royal Hobart Hospital	https://clinicaltrials.gov/ct2/show/NCT04879368
NCT04886804	2020-004563-47	Phase 1	Recruiting	VIC	12/05/2021		BI 1810631	ERBB2_inhibitor,second_generation	BI 1810631	ERBB2_inhibitor,second_generation	2020-004563-47	BEAMION-Lung 1: An Open Label, Phase I Dose Escalation Trial, With Dose Confirmation and Expansion, of BI 1810631 as Monotherapy in Patients With Advanced or Metastatic Solid Tumors With HER2 Aberrations	Neoplasm Metastasis; Non-Small Cell Lung Cancer	3144 - Malvern - Cabrini Malvern Hospital	https://clinicaltrials.gov/ct2/show/NCT04886804
NCT04895358	MK-3475-B49	Phase 3	Recruiting	WA, NSW, VIC	17/05/2021		Capecitabine; Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin; Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin + Pembrolizumab; Dexamethasone; Nab-paclitaxel; Paclitaxel; Pegylated liposomal doxorubicin; Pembrolizumab; Placebo	antimetabolite; glucocorticoid; placebo; anthracycline + anti-PD-1_monoclonal_antibody + antimetabolite + taxane; anthracycline; anthracycline + antimetabolite + taxane; taxane; anti-PD-1_monoclonal_antibody	Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin; Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin + Pembrolizumab; Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin; Capecitabine + Nab-paclitaxel + Paclitaxel + Pegylated liposomal doxorubicin + Pembrolizumab; Dexamethasone; Placebo	anthracycline + anti-PD-1_monoclonal_antibody + antimetabolite + taxane; anthracycline + antimetabolite + taxane; anthracycline + anti-PD-1_monoclonal_antibody + antimetabolite + taxane; anthracycline + antimetabolite + taxane; glucocorticoid; placebo	MK-3475-B49; KEYNOTE-B49; jRCT2051210049; PHRR210721-003751; 2020-005407-38	A Randomized, Double-blind, Placebo-controlled, Phase 3 Study of Pembrolizumab Plus Chemotherapy Versus Placebo Plus Chemotherapy for the Treatment of Chemotherapy-Candidate Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative (HR+/HER2-) Locally Recurrent Inoperable or Metastatic Breast Cancer (KEYNOTE-B49)	Breast Neoplasms	2109 - Macquarie Park - Macquarie University-MQ Health Clinical Trials Unit ( Site 2102); 2145 - Westmead - Westmead Hospital-Department of Medical Oncology ( Site 2101) - (Completed); 3199 - Frankston - Frankston Hospital-Oncology and Haematology ( Site 2103); 6009 - Nedlands - Breast Cancer Research Centre-WA ( Site 2104)	https://clinicaltrials.gov/ct2/show/NCT04895358
NCT04895709	U1111-1265-4508	Phase 1/Phase 2	Recruiting	NSW, VIC, WA, QLD	19/05/2021		BMS-986340; BMS-986340 + Docetaxel; BMS-986340 + Nivolumab; Docetaxel; Nivolumab	anti-CCR8_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CCR8_monoclonal_antibody; anti-CCR8_monoclonal_antibody + taxane; taxane; anti-PD-1_monoclonal_antibody	BMS-986340; BMS-986340 + Docetaxel; BMS-986340 + Nivolumab; BMS-986340 + Docetaxel; BMS-986340 + Nivolumab	anti-CCR8_monoclonal_antibody; anti-CCR8_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CCR8_monoclonal_antibody + taxane; anti-CCR8_monoclonal_antibody + anti-PD-1_monoclonal_antibody; anti-CCR8_monoclonal_antibody + taxane	2021-001188-26; U1111-1265-4508	A Phase 1/2 Study of BMS-986340 as Monotherapy and in Combination With Nivolumab or Docetaxel in Participants With Advanced Solid Tumors	Cervical Cancer; Gastric/Gastroesophageal Junction Adenocarcinoma; Microsatellite Stable Colorectal Cancer; Non-Small-Cell Lung Cancer; Squamous Cell Carcinoma of Head and Neck; Carcinoma, Renal Cell; Urothelial Carcinoma; Pancreatic Adenocarcinoma; Melanoma; Ovarian Neoplasms; Triple Negative Breast Neoplasms	2148 - Blacktown - Local Institution - 0057 - (Not yet recruiting); 2170 - Liverpool - Local Institution - 0058 - (Not yet recruiting); 3065 - Melbourne - Local Institution - 0055 - (Not yet recruiting); 3144 - Malvern - Local Institution - 0053 - (Not yet recruiting); 4102 - Brisbane - Local Institution - 0054 - (Not yet recruiting); 6009 - Nedlands - Local Institution - 0056 - (Not yet recruiting)	https://clinicaltrials.gov/ct2/show/NCT04895709
NCT04901806	NCT04901806	Phase 1/Phase 2	Recruiting	VIC	20/05/2021		PBI-200	TRK_inhibitor,second_generation	PBI-200	TRK_inhibitor,second_generation		A Phase 1/2 Study of PBI-200 in Subjects With NTRK-Fusion-Positive Advanced or Metastatic Solid Tumors	Solid Tumor, Adult; Brain Tumor, Primary; Desmoplastic Small Round Cell Tumor	3000 - Melbourne - Peter MacCallum Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT04901806
NCT04907851	KEYNOTE-E86	Phase 2	Recruiting	NSW, VIC, WA	28/05/2021		Denosumab; Pembrolizumab; Pembrolizumab + RXC004; RXC004	PORCN_inhibitor + anti-PD-1_monoclonal_antibody; PORCN_inhibitor; anti-RANK_L_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Pembrolizumab + RXC004; RXC004; Denosumab; Pembrolizumab + RXC004	PORCN_inhibitor; PORCN_inhibitor + anti-PD-1_monoclonal_antibody; PORCN_inhibitor + anti-PD-1_monoclonal_antibody; anti-RANK_L_monoclonal_antibody		A Modular, Phase II, Open-Label, Multicentre Study to Assess the Preliminary Efficacy and Safety of RXC004, in Patients With Advanced Solid Tumours That Have Progressed Following Therapy With Current Standard of Care	Advanced Solid Tumours	2500 - Wollongong - Wollongong Hospital; 3304 - Melbourne - The Alfred Hospital - Alfred Health; WA 6009 - Nedlands - Sir Charles Gairdner Hospital Comprehensive Cancer Centre	https://clinicaltrials.gov/ct2/show/NCT04907851
NCT04909125	NCT04909125	N/A	Recruiting	NSW	26/05/2021		Radiotherapy	radiotherapy	Radiotherapy	radiotherapy		Standard Versus Investigatioinal Fractionation Trial - Nodal Radiation	Breast Cancer; Post Mastectomy	2065 - St Leonards - Radiation Oncology, Northern Sydney Cancer Centre, Royal North Shore Hospital	https://clinicaltrials.gov/ct2/show/NCT04909125
NCT04913285	NCT04913285	Phase 1	Recruiting	WA, NSW	28/05/2021		Binimetinib; Binimetinib + Exarafenib; Exarafenib	MEK_inhibitor + pan-RAF_inhibitor; MEK_inhibitor; pan-RAF_inhibitor	Binimetinib + Exarafenib; Exarafenib; Binimetinib + Exarafenib	MEK_inhibitor + pan-RAF_inhibitor; pan-RAF_inhibitor; MEK_inhibitor + pan-RAF_inhibitor		A Phase 1/1b Open-label, Multicenter Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Antitumor Activity of KIN-2787 in Participants With BRAF and/or NRAS Mutation-positive Solid Tumors.	Solid Tumor, Adult; Non-small Cell Lung Cancer; Melanoma	2065 - Wollstonecraft - Melanoma Institute Australia; 6009 - Perth - Linear Clinical Research	https://clinicaltrials.gov/ct2/show/NCT04913285
NCT04914286	NCT04914286	Phase 1/Phase 2	Recruiting	TAS, WA	31/05/2021		GFH018; GFH018 + Toripalimab; Toripalimab	TGFBR1_inhibitor; TGFBR1_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody	GFH018 + Toripalimab; GFH018 + Toripalimab	TGFBR1_inhibitor + anti-PD-1_monoclonal_antibody; TGFBR1_inhibitor + anti-PD-1_monoclonal_antibody		A Multi-center, Single-arm, and Open-label Phase Ib/II Study Exploring the Safety/Tolerability, Pharmacokinetics, and Efficacy of GFH018 in Combination With Toripalimab in the Treatment of Patients With Advanced Solid Tumors	Advanced Solid Tumor	Perth - Linear Clinical Research Ltd	https://clinicaltrials.gov/ct2/show/NCT04914286
NCT04918810	GUIDE	Phase 2	Recruiting	VIC, NSW	02/06/2021		Docetaxel	taxane	Docetaxel	taxane		A Randomised Non-comparative Phase II Trial of Biomarker-driven Intermittent Docetaxel Versus Standard-of-care (SOC) Docetaxel in Metastatic Castration-resistant Prostate Cancer (mCRPC)	Castration Resistant Prostatic Cancer	2021 - Darlinghurst - St Vincent's Hospital; 2050 - Camperdown - Chris O'Brien Lifehouse; 2460 - Albury - Border Medical Oncology Research Unit / The Border Cancer Hospital; 2830 - Dubbo - Dubbo Base Hospital; 3199 - Frankston - Frankston Hospital-Peninsula Health; 3630 - Shepparton - Goulburn Valley Health; 3844 - Traralgon - LaTrobe Regional Hospital - (Not yet recruiting); Sydney - Concord Repatriation General Hospital	https://clinicaltrials.gov/ct2/show/NCT04918810
NCT04921358	SAFFRON-301	Phase 3	Recruiting	VIC, SA, NSW, QLD	07/06/2021		Docetaxel; Sitravatinib; Sitravatinib + Tislelizumab; Tislelizumab	RET_inhibitor; VEGFR_inhibitor + anti-PD-1_monoclonal_antibody; PDGFR_inhibitor + anti-PD-1_monoclonal_antibody; KIT_inhibitor + anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody; VEGFR_inhibitor; RET_inhibitor + anti-PD-1_monoclonal_antibody; PDGFR_inhibitor; KIT/PDGFR/RET/VEGFR_inhibitor; KIT/PDGFR/RET/VEGFR_inhibitor + anti-PD-1_monoclonal_antibody; taxane; KIT_inhibitor	Docetaxel; Sitravatinib + Tislelizumab; Sitravatinib + Tislelizumab	KIT/PDGFR/RET/VEGFR_inhibitor + anti-PD-1_monoclonal_antibody; KIT_inhibitor + anti-PD-1_monoclonal_antibody; PDGFR_inhibitor + anti-PD-1_monoclonal_antibody; RET_inhibitor + anti-PD-1_monoclonal_antibody; VEGFR_inhibitor + anti-PD-1_monoclonal_antibody; taxane; KIT/PDGFR/RET/VEGFR_inhibitor + anti-PD-1_monoclonal_antibody; KIT_inhibitor + anti-PD-1_monoclonal_antibody; PDGFR_inhibitor + anti-PD-1_monoclonal_antibody; RET_inhibitor + anti-PD-1_monoclonal_antibody; VEGFR_inhibitor + anti-PD-1_monoclonal_antibody	2022-001779-15; SAFFRON-301	SAFFRON-301: A Randomized Phase 3 Study of Tislelizumab in Combination With Sitravatinib in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer That Progressed on or After Platinum-Based Chemotherapy and Anti-PD-(L)1 Antibody	Non-Small Cell Lung Cancer (NSCLC)	2148 - Blacktown - Blacktown Cancer and Haematology Centre; 2217 - Kogarah - St George Hospital; 2485 - Tweed Heads - The Tweed Hospital; 2560 - Campbelltown - Campbelltown Hospital; 3021 - St Albans - Sunshine Hospital; 3065 - Fitzroy - St Vincents Hospital Melbourne; 3076 - Epping - The Northern Hospital; 3168 - Clayton - Monash Health; 4217 - Benowa - Pindara Private Hospital; 4870 - Cairns - Cairns Hospital; 5000 - Adelaide - Cancer Research South Australia	https://clinicaltrials.gov/ct2/show/NCT04921358
NCT04924075	PT2977	Phase 2	Recruiting	VIC, NSW	08/06/2021		Belzutifan	HIF2a_inhibitor	Belzutifan	HIF2a_inhibitor	MK-6482-015; PT2977; jRCT2011220024; 2023-504853-11-00; 2020-005028-13	A Phase 2 Study to Evaluate the Efficacy and Safety of Belzutifan (MK-6482, Formerly PT2977) Monotherapy in Participants With Advanced Pheochromocytoma/Paraganglioma (PPGL), Pancreatic Neuroendocrine Tumor (pNET), Von Hippel-Lindau (VHL) Disease-Associated Tumors, Advanced Gastrointestinal Stromal Tumor (wt GIST), or Advanced Solid Tumors With HIF-2α Related Genetic Alterations	Pheochromocytoma/Paraganglioma; Pancreatic Neuroendocrine Tumor; Von Hippel-Lindau Disease; Advanced Gastrointestinal Stromal Tumor; HIF-2α Mutated Cancers	2031 - Randwick - Prince of Wales Hospital-Medical Oncology ( Site 1601); 3050 - Parkville - The Royal Melbourne Hospital ( Site 1602)	https://clinicaltrials.gov/ct2/show/NCT04924075
