trial_id	trialacronym	phase	recruitmentstatus	recruitmentstate	approvaldate	actualstartdate	actualenddate	drug_list	drug_classes	combo_list	combo_classes	secondaryid	studytitle	healthcondition	postcode	ext_weblink
NCT04522323	2023-509604-15-00--D7980C00003	Phase 1		NSW, VIC	2020-08-21	2020-08-05		Axitinib; Axitinib + Lenvatinib + Volrustomig; Lenvatinib; Lenvatinib + Volrustomig; Volrustomig	bispecific_PD-L1/CTLA4_antibody; VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody; KIT_inhibitor,ATP-competitive; VEGF_inhibitor; VEGFR/PDGFR_inhibitor + VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody; KIT_inhibitor,ATP-competitive + VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody; VEGFR/PDGFR_inhibitor	Axitinib + Lenvatinib + Volrustomig; Lenvatinib + Volrustomig	KIT_inhibitor,ATP-competitive + VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody; VEGFR/PDGFR_inhibitor + VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody; VEGF_inhibitor + bispecific_PD-L1/CTLA4_antibody	2023-509604-15-00  D7980C00003	A Phase 1b, Open-label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Immunogenicity, and Antitumor Activity of MEDI5752 in Combination With Axitinib in Subjects With Advanced Renal Cell Carcinoma	Advanced Renal Cell Carcinoma	2298 - Waratah; 3199 - Frankston	https://clinicaltrials.gov/ct2/show/NCT04522323
NCT04524689	CARMEN-LC05	Phase 2			2020-08-24	2020-10-26		Carboplatin; Carboplatin + Cisplatin + Pembrolizumab + Pemetrexed + Tusamitamab ravtansine; Carboplatin + Cisplatin + Pembrolizumab + Tusamitamab ravtansine; Cisplatin; Pembrolizumab; Pemetrexed; Tusamitamab ravtansine	antimetabolite; anti-CEACAM5_antibody-drug_conjugate; anti-PD-1_monoclonal_antibody; anti-CEACAM5_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; platinum-based_antineoplastic_agent; anti-CEACAM5_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent	Carboplatin + Cisplatin + Pembrolizumab + Pemetrexed + Tusamitamab ravtansine; Carboplatin + Cisplatin + Pembrolizumab + Tusamitamab ravtansine; Pembrolizumab	anti-CEACAM5_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody + antimetabolite + platinum-based_antineoplastic_agent; anti-CEACAM5_antibody-drug_conjugate + anti-PD-1_monoclonal_antibody + platinum-based_antineoplastic_agent; anti-PD-1_monoclonal_antibody	U1111-1233-9798  ACT16146	Open-label, Phase 2 Study of Tusamitamab Ravtansine (SAR408701) Combined With Pembrolizumab and Tusamitamab Ravtansine (SAR408701) Combined With Pembrolizumab and Platinum-based Chemotherapy With or Without Pemetrexed in Patients With CEACAM5 Positive Expression Advanced/Metastatic Non-squamous Non-small-cell Lung Cancer (NSQ NSCLC)	Non-squamous Non-small-cell Lung Cancer (NSQ NSCLC)		https://clinicaltrials.gov/ct2/show/NCT04524689
NCT04524871	MORPHEUS-LIVER	Phase 1		NZ	2020-08-24	2020-11-01		ADG126; ADG126 + Atezolizumab + Bevacizumab; Atezolizumab; Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab + NKT2152; Atezolizumab + Bevacizumab + TPST-1120; Atezolizumab + Bevacizumab + Tiragolumab; Atezolizumab + Bevacizumab + Tocilizumab; Bevacizumab; Bevacizumab + Tobemstomig; NKT2152; TPST-1120; Tiragolumab; Tobemstomig; Tocilizumab	anti-VEGF_monoclonal_antibody + bispecific_PD-1/LAG3_antibody; PPAR-alpha_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; HIF2a_inhibitor; anti-TIGIT_monoclonal_antibody; anti-PD-L1_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; bispecific_PD-1/LAG3_antibody; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-VEGF_monoclonal_antibody; anti-CTLA4_monoclonal_antibody; anti-IL-6_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; HIF2a_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-IL-6_monoclonal_antibody; PPAR-alpha_inhibitor; anti-CTLA4_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody	ADG126 + Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab; Atezolizumab + Bevacizumab + NKT2152; Atezolizumab + Bevacizumab + TPST-1120; Atezolizumab + Bevacizumab + Tiragolumab; Atezolizumab + Bevacizumab + Tocilizumab; Bevacizumab + Tobemstomig	HIF2a_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; PPAR-alpha_inhibitor + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-CTLA4_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-IL-6_monoclonal_antibody + anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-PD-L1_monoclonal_antibody + anti-VEGF_monoclonal_antibody; anti-VEGF_monoclonal_antibody + bispecific_PD-1/LAG3_antibody	GO42216	A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Advanced Liver Cancers (Morpheus-Liver)	Advanced Liver Cancers	Auckland	https://clinicaltrials.gov/ct2/show/NCT04524871
NCT04526106	RLY-4008-101	Phase 1		NSW, QLD, WA	2020-08-25	2020-09-02		Lirafugratinib	FGFR2_inhibitor	Lirafugratinib	FGFR2_inhibitor	RLY-4008-101	A First-in-Human Study of Highly Selective FGFR2 Inhibitor, RLY-4008, in Patients With Intrahepatic Cholangiocarcinoma (ICC) and Other Advanced Solid Tumors	FGFR2 Gene Fusion/Rearrangement; Other Solid Tumors, Adult; FGFR2 Gene Mutation; FGFR2 Amplification; FGFR2 Gene Activation; Cholangiocarcinoma; FGFR2 Gene Translocation; Intrahepatic Cholangiocarcinoma	6009 - Nedlands; 4101 - South Brisbane,; 2010 - Darlinghurst	https://clinicaltrials.gov/ct2/show/NCT04526106
NCT04526509	2019-004446-14--209012	Phase 1		VIC	2020-08-25	2020-12-21		Cyclophosphamide; Fludarabine; GSK3845097; GSK3901961	autologous_CAR-T-cell_therapy,NY-ESO-1/CD8alpha-targeting; antimetabolite; alkylating_agent; autologous_CAR-T-cell_therapy,NY-ESO-1/dnTGFBR2-targeting	GSK3845097; GSK3901961; Cyclophosphamide; Fludarabine	autologous_CAR-T-cell_therapy,NY-ESO-1/CD8alpha-targeting; autologous_CAR-T-cell_therapy,NY-ESO-1/dnTGFBR2-targeting; alkylating_agent; antimetabolite	2019-004446-14  209012	Master Protocol to Assess the Safety and Recommended Phase 2 Dose of Next Generations of Autologous Enhanced NY-ESO-1/ LAGE-1a TCR Engineered T-cells, Alone or in Combination With Other Agents, in Participants With Advanced Tumors	Neoplasms	3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT04526509
NCT04527991	TROPiCS-04	Phase 3		NSW, NZ, QLD, SA, TAS, VIC, WA	2020-08-27	2021-01-13		Docetaxel; Docetaxel + Paclitaxel + Vinflunine; Paclitaxel; Sacituzumab Govitecan; Vinflunine	vinca_alkaloid; anti-Trop2_antibody-drug_conjugate; taxane + vinca_alkaloid; taxane	Docetaxel + Paclitaxel + Vinflunine; Sacituzumab Govitecan	anti-Trop2_antibody-drug_conjugate; taxane + vinca_alkaloid	2024-513870-23  IMMU-132-13	A Randomized Open-Label Phase III Study of Sacituzumab Govitecan Versus Treatment of Physician's Choice in Subjects With Metastatic or Locally Advanced Unresectable Urothelial Cancer	Locally Advanced or Metastatic Unresectable Urothelial Cancer	2298 - Waratah; 3168 - Clayton; 7001 - Hobart; 2145 - Westmead; 3021 - Saint Albans; 4066 - Auchenflower; Hamilton; 6009 - Nedlands; 5042 - Bedford Park; 5037 - Kurralta Park; 3000 - Melbourne; 2109 - North Ryde; 3084 - Heidelberg	https://clinicaltrials.gov/ct2/show/NCT04527991
NCT04534205	AHEAD-MERIT	Phase 2		NSW, QLD, SA, VIC	2020-09-01	2021-01-07		BNT113; BNT113 + Pembrolizumab; Pembrolizumab	vaccine_therapy,HPV-E6/HPV-E7-targeting; anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + vaccine_therapy,HPV-E6/HPV-E7-targeting	BNT113 + Pembrolizumab; Pembrolizumab	anti-PD-1_monoclonal_antibody; anti-PD-1_monoclonal_antibody + vaccine_therapy,HPV-E6/HPV-E7-targeting	2020-001400-41  BNT113-01	An Open-label Phase II/III Randomized Trial of BNT113 in Combination With Pembrolizumab Versus Pembrolizumab Monotherapy as a First Line Therapy in Patients With Unresectable Recurrent, or Metastatic Head and Neck Squamous Cell Carcinoma (HNSCC) Which is Positive for Human Papilloma Virus 16 (HPV16+) and Expresses PD-L1	Unresectable Head and Neck Squamous Cell Carcinoma; Metastatic Head and Neck Cancer; Recurrent Head and Neck Cancer	VIC 3065 - Fitzroy; 2200 - Bankstown; 2450 - Coffs Harbour; 4224 - Tugun; 5042 - Bedford Park; 2500 - Wollongong; 5000 - Adelaide; 2065 - Saint Leonards	https://clinicaltrials.gov/ct2/show/NCT04534205
NCT04538742	DB-07	Phase 1		VIC	2020-09-04	2020-12-28		Durvalumab; Durvalumab + Paclitaxel + Trastuzumab Deruxtecan; Durvalumab + Trastuzumab Deruxtecan; Paclitaxel; Paclitaxel + Trastuzumab Deruxtecan; Pertuzumab; Pertuzumab + Trastuzumab Deruxtecan; Trastuzumab Deruxtecan; Trastuzumab Deruxtecan + Tucatinib; Tucatinib	anti-PD-L1_monoclonal_antibody; taxane; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody + taxane; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody; anti-ERBB2_monoclonal_antibody,dimerization_inhibitor; anti-ERBB2_antibody-drug_conjugate + taxane; anti-ERBB2_antibody-drug_conjugate + anti-ERBB2_monoclonal_antibody,dimerization_inhibitor; ERBB2_inhibitor,third_generation + anti-ERBB2_antibody-drug_conjugate; anti-ERBB2_antibody-drug_conjugate; ERBB2_inhibitor,third_generation	Durvalumab + Paclitaxel + Trastuzumab Deruxtecan; Durvalumab + Trastuzumab Deruxtecan; Paclitaxel + Trastuzumab Deruxtecan; Pertuzumab + Trastuzumab Deruxtecan; Trastuzumab Deruxtecan; Trastuzumab Deruxtecan + Tucatinib	ERBB2_inhibitor,third_generation + anti-ERBB2_antibody-drug_conjugate; anti-ERBB2_antibody-drug_conjugate; anti-ERBB2_antibody-drug_conjugate + anti-ERBB2_monoclonal_antibody,dimerization_inhibitor; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody + taxane; anti-ERBB2_antibody-drug_conjugate + taxane	2023-505309-18-00  D967JC00001	A Phase 1b/2 Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Safety, Tolerability, and Anti-tumour Activity of Trastuzumab Deruxtecan (T-DXd) in Combination With Other Anti-cancer Agents in Patients With HER2-positive Metastatic Breast Cancer (DESTINY-Breast07)	Metastatic Breast Cancer	3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT04538742
NCT04543617	SKYSCRAPER-07	Phase 3		NZ, QLD, VIC, WA	2020-09-10	2020-09-28		Atezolizumab; Atezolizumab + Tiragolumab; Placebo; Radiotherapy; Tiragolumab	placebo; radiotherapy; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; anti-TIGIT_monoclonal_antibody; anti-PD-L1_monoclonal_antibody	Atezolizumab + Tiragolumab; Placebo; Radiotherapy	anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody; placebo; radiotherapy	2020-001178-31  YO42137	A Phase III, Randomized, Double-Blind, Placebo-Controlled Study of Atezolizumab With or Without Tiragolumab (Anti-TIGIT Antibody) in Patients With Unresectable Esophageal Squamous Cell Carcinoma Whose Cancers Have Not Progressed Following Definitive Concurrent Chemoradiotherapy	Esophageal Squamous Cell Carcinoma	4102 - Woolloongabba; 6008 - Subiaco; Tauranga; 3084 - Heidelberg	https://clinicaltrials.gov/ct2/show/NCT04543617
NCT04546009	2020-000119-66--BO41843	Phase 3		NSW, NZ, QLD, VIC, WA	2020-09-11	2020-10-09		Giredestrant; Giredestrant + Letrozole + Palbociclib; LHRH Agonist; Letrozole; Palbociclib; Placebo	placebo; LHRH_agonist; aromatase_inhibitor; CDK4/6_inhibitor; selective_estrogen_receptor_degrader; CDK4/6_inhibitor + aromatase_inhibitor + selective_estrogen_receptor_degrader	Giredestrant + Letrozole + Palbociclib; LHRH Agonist; Placebo	CDK4/6_inhibitor + aromatase_inhibitor + selective_estrogen_receptor_degrader; LHRH_agonist; placebo	2020-000119-66  BO41843	A Phase III Randomized, Double-Blind, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of GDC-9545 Combined With Palbociclib Compared With Letrozole Combined With Palbociclib in Patients With Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer	Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer	Auckland; 6150 - Murdoch; 4101 - South Brisbane; 2298 - Waratah; 4102 - Woolloongabba; 3000 - Melbourne; 3021 - St Albans	https://clinicaltrials.gov/ct2/show/NCT04546009
NCT04551352	2020-000793-18--BP42169	Phase 1		VIC	2020-09-16	2020-10-28		Obinutuzumab; Tocilizumab	anti-CD20_monoclonal_antibody; anti-IL-6_monoclonal_antibody	Obinutuzumab; Tocilizumab	anti-CD20_monoclonal_antibody; anti-IL-6_monoclonal_antibody	2020-000793-18  BP42169	An Open-Label, Multicenter, Phase 1 Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of RO7293583, A TYRP1-Targeting CD3 T-Cell Engager, in Participants With Metastatic Melanoma	Uveal Melanoma; Cutaneous Melanoma; Mucosal Melanoma	3000 - Melbourne	https://clinicaltrials.gov/ct2/show/NCT04551352
NCT04551963	BGB-3111-113	Phase 1		NSW, QLD, SA, VIC, WA	2020-09-16	2020-11-15		Diltiazem; Diltiazem + Zanubrutinib; Zanubrutinib	calcium_channel_blockade; BTK_inhibitor; BTK_inhibitor + calcium_channel_blockade	Diltiazem + Zanubrutinib; Zanubrutinib	BTK_inhibitor; BTK_inhibitor + calcium_channel_blockade	BGB-3111-113	A Drug-Drug Interaction Study of Zanubrutinib With Moderate and Strong CYP3A Inhibitors in Patients With B-Cell Malignancies	B-cell Malignancies	3168 - Clayton; 3199 - Frankston; 6009 - Nedlands; 4224 - Tugun; 2139 - Concord; 5042 - Bedford PK; 5000 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT04551963
NCT04556773	DB-08	Phase 1		NSW, VIC	2020-09-21	2020-12-17		Anastrozole; Anastrozole + Trastuzumab Deruxtecan; Capecitabine; Capecitabine + Trastuzumab Deruxtecan; Capivasertib; Capivasertib + Trastuzumab Deruxtecan; Durvalumab; Durvalumab + Paclitaxel + Trastuzumab Deruxtecan; Fulvestrant; Fulvestrant + Trastuzumab Deruxtecan; Paclitaxel; Trastuzumab Deruxtecan	fluoropyrimidine; anti-PD-L1_monoclonal_antibody; anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody + taxane; selective_estrogen_receptor_degrader; anti-ERBB2_antibody-drug_conjugate + aromatase_inhibitor; pan-AKT_inhibitor; anti-ERBB2_antibody-drug_conjugate; aromatase_inhibitor; anti-ERBB2_antibody-drug_conjugate + fluoropyrimidine; taxane; anti-ERBB2_antibody-drug_conjugate + pan-AKT_inhibitor; anti-ERBB2_antibody-drug_conjugate + selective_estrogen_receptor_degrader	Anastrozole + Trastuzumab Deruxtecan; Capecitabine + Trastuzumab Deruxtecan; Capivasertib + Trastuzumab Deruxtecan; Durvalumab + Paclitaxel + Trastuzumab Deruxtecan; Fulvestrant + Trastuzumab Deruxtecan	anti-ERBB2_antibody-drug_conjugate + anti-PD-L1_monoclonal_antibody + taxane; anti-ERBB2_antibody-drug_conjugate + aromatase_inhibitor; anti-ERBB2_antibody-drug_conjugate + fluoropyrimidine; anti-ERBB2_antibody-drug_conjugate + pan-AKT_inhibitor; anti-ERBB2_antibody-drug_conjugate + selective_estrogen_receptor_degrader	2023-505690-33-00  D967JC00002	A Phase 1b Multicentre, Open-label, Modular, Dose-finding and Dose-expansion Study to Explore the Safety, Tolerability, Pharmacokinetics and Anti-tumour Activity of Trastuzumab Deruxtecan (T-DXd) in Combination With Other Anti-cancer Agents in Patients With Metastatic HER2-low Breast Cancer (DESTINY-Breast08)	Metastatic Breast Cancer	3002 - East Melbourne; 2145 - Westmead	https://clinicaltrials.gov/ct2/show/NCT04556773
NCT04572152	AK119-102	Phase 1		NSW, QLD, SA, VIC	2020-10-01	2020-12-07		AK119; AK119 + Cadonilimab; Cadonilimab	anti-CD73_monoclonal_antibody + bispecific_PD-1/CTLA4_antibody; bispecific_PD-1/CTLA4_antibody; anti-CD73_monoclonal_antibody	AK119 + Cadonilimab	anti-CD73_monoclonal_antibody + bispecific_PD-1/CTLA4_antibody	AK119-102	A Phase 1a/1b, Multicenter, Open-Label, Dose-Escalation and Dose-Expansion Study to Evaluate the Safety, Pharmacokinetics, and Anti-tumor Activity of AK119 in Combination With AK104 in Subjects With Advanced or Metastatic Solid Tumors.	Advanced or Metastatic Solid Tumors	2148 - Blacktown; 4101 - South Brisbane; 3168 - Clayton; 3004 - Melbourne; 5037 - Adelaide	https://clinicaltrials.gov/ct2/show/NCT04572152
NCT04584112	2020-000531-47--CO42177	Phase 1		QLD, WA	2020-10-12	2020-09-28		Atezolizumab; Atezolizumab + Carboplatin + Cyclophosphamide + Doxorubicin + Filgrastim + Nab-paclitaxel + Pegfilgrastim + Tiragolumab; Atezolizumab + Cyclophosphamide + Doxorubicin + Filgrastim + Nab-paclitaxel + Pegfilgrastim + Tiragolumab; Atezolizumab + Nab-paclitaxel + Tiragolumab; Carboplatin; Cyclophosphamide; Doxorubicin; Filgrastim; Nab-paclitaxel; Pegfilgrastim; Tiragolumab	alkylating_agent + anthracycline + anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + granulocyte_colony_stimulating_factor + taxane; anti-TIGIT_monoclonal_antibody; anti-PD-L1_monoclonal_antibody; granulocyte_colony_stimulating_factor; doxorubicin; anthracycline; alkylating_agent + anthracycline + anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + granulocyte_colony_stimulating_factor + platinum-based_antineoplastic_agent + taxane; taxane; alkylating_agent; platinum-based_antineoplastic_agent; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + taxane	Atezolizumab + Carboplatin + Cyclophosphamide + Doxorubicin + Filgrastim + Nab-paclitaxel + Pegfilgrastim + Tiragolumab; Atezolizumab + Cyclophosphamide + Doxorubicin + Filgrastim + Nab-paclitaxel + Pegfilgrastim + Tiragolumab; Atezolizumab + Nab-paclitaxel + Tiragolumab	alkylating_agent + anthracycline + anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + granulocyte_colony_stimulating_factor + platinum-based_antineoplastic_agent + taxane; alkylating_agent + anthracycline + anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + granulocyte_colony_stimulating_factor + taxane; anti-PD-L1_monoclonal_antibody + anti-TIGIT_monoclonal_antibody + taxane; doxorubicin	2020-000531-47  CO42177	A Phase Ib, Open-Label, Multicohort Study of the Safety, Efficacy, and Pharmacokinetics of Tiragolumab in Combination With Atezolizumab and Chemotherapy in Patients With Triple-Negative Breast Cancer	Triple-Negative Breast Cancer	6149 - Bull Creek; 4101 - South Brisbane	https://clinicaltrials.gov/ct2/show/NCT04584112
NCT04585035	KEYNOTE-C15-MK3475-C15--D1553-101	Phase 1		NSW, SA, VIC, WA	2020-10-14	2020-10-02		Cetuximab; Garsorasib; Pembrolizumab	KRAS_G12C_inhibitor; anti-EGFR_monoclonal_antibody; anti-PD-1_monoclonal_antibody	Garsorasib; Cetuximab; Pembrolizumab	KRAS_G12C_inhibitor; anti-EGFR_monoclonal_antibody; anti-PD-1_monoclonal_antibody	KEYNOTE-C15 MK3475-C15  D1553-101	A Phase 1/2, Open Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of D-1553 in Subjects With Advanced or Metastatic Solid Tumors With KRasG12C Mutation	NSCLC; Solid Tumor, Adult; CRC	3199 - Frankston; 2298 - Waratah; 3065 - Fitzroy; 3144 - Malvern; 2217 - Kogarah; 6009 - Nedlands; 2148 - Blacktown; 5011 - Woodville South; 2640 - East Albury	https://clinicaltrials.gov/ct2/show/NCT04585035
NCT04585750	KEYNOTE-D79--PMV-586-101	Phase 1		NSW, QLD, SA, VIC, WA	2020-10-14	2020-10-29		Pembrolizumab; Pembrolizumab + Rezatapopt; Rezatapopt	mutant_p53_reactivator,Y220C-selective; anti-PD-1_monoclonal_antibody + mutant_p53_reactivator,Y220C-selective; anti-PD-1_monoclonal_antibody	Pembrolizumab + Rezatapopt; Rezatapopt	anti-PD-1_monoclonal_antibody + mutant_p53_reactivator,Y220C-selective; mutant_p53_reactivator,Y220C-selective	KEYNOTE-D79  PMV-586-101	A Phase 1/2 Open-label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of PC14586 in Patients With Locally Advanced or Metastatic Solid Tumors Harboring a TP53 Y220C Mutation (PYNNACLE)	Non-Small Cell Lung Carcinoma; HER2-positive Breast Cancer; Colorectal Cancer; HER2+ Breast Cancer; Locally Advanced; Triple Negative Breast Cancer; Endometrial Cancer; NSCLC (Non-small Cell Lung Cancer); Metastatic Cancer; Small Cell Lung Carcinoma; Metastatic Solid Tumor; NSCLC; HER2-negative Breast Cancer; TNBC; ER/PR(+), Her2(-) Breast Cancer; Small Cell Lung Cancer; Small Cell Lung Cancer ( SCLC ); HER2- Breast Cancer; Lung Cancer; Breast Cancer; Advanced Solid Tumor; SCLC; Ovarian Cancer; Head and Neck Cancer; ER/PR Positive Breast Cancer; Advanced Malignant Neoplasm; Non-Small Cell Lung Cancer; Gall Bladder Cancer; Other Cancer; Prostate Cancer	- Bedford Park; - South Brisbane; - Nedlands; - Camperdown; - Clayton	https://clinicaltrials.gov/ct2/show/NCT04585750
